[2023-12-16 16:31:31,027] 160 numexpr.utils - INFO - NumExpr defaulting to 4 threads.
[2023-12-16 16:31:33,535] 224 werkzeug - WARNING -  * Debugger is active!
[2023-12-16 16:31:33,544] 224 werkzeug - INFO -  * Debugger PIN: 369-520-209
[2023-12-16 16:31:49,746] 224 werkzeug - INFO - 127.0.0.1 - - [16/Dec/2023 16:31:49] "GET / HTTP/1.1" 200 -
[2023-12-16 16:32:11,004] 224 werkzeug - INFO -  * Detected change in 'C:\\Users\\mis\\anaconda3\\Lib\\site-packages\\flask\\app.py', reloading
[2023-12-16 16:32:11,009] 224 werkzeug - INFO - 127.0.0.1 - - [16/Dec/2023 16:32:11] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -
[2023-12-16 16:32:11,217] 224 werkzeug - INFO - 127.0.0.1 - - [16/Dec/2023 16:32:11] "GET /predict?__debugger__=yes&cmd=resource&f=debugger.js HTTP/1.1" 200 -
[2023-12-16 16:32:11,218] 224 werkzeug - INFO - 127.0.0.1 - - [16/Dec/2023 16:32:11] "GET /predict?__debugger__=yes&cmd=resource&f=style.css HTTP/1.1" 200 -
[2023-12-16 16:32:11,237] 224 werkzeug - INFO - 127.0.0.1 - - [16/Dec/2023 16:32:11] "GET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1" 200 -
[2023-12-16 16:32:11,242] 224 werkzeug - INFO - 127.0.0.1 - - [16/Dec/2023 16:32:11] "[36mGET /predict?__debugger__=yes&cmd=resource&f=console.png HTTP/1.1[0m" 304 -
